price,brand,color,storage,system,processor_type,resolution,size
14099,redmi,black,64,android,unknown,Full HD,6.6
11537,apple,white,64,ios,apple,Full HD,6.1
13999,samsung,green,64,android,samsung,Full HD,6.6
19990,oppo,black,32,android,mediatek,Full HD,6.0
15990,oppo,black,64,android,qualcomm,HD,6.5
24999,xiaomi,purple,128,android,mediatek,Full HD,6.7
30546,oneplus,green,256,android,unknown,Full HD,6.7
6463,apple,green,256,ios,apple,Full HD,5.4
10999,redmi,blue,128,android,qualcomm,HD,6.7
1463,apple,red,256,ios,apple,Full HD,6.1
11999,realme,blue,64,android,qualcomm,HD,6.5
14049,samsung,green,128,android,unknown,HD,6.5
18499,redmi,blue,128,android,mediatek,Full HD,6.4
13810,tecno,blue,256,android,mediatek,4K,6.7
18990,vivo,blue,128,android,mediatek,HD,6.5
6489,redmi,blue,32,android,unknown,Full HD,6.5
25537,mi,white,256,android,qualcomm,Full HD,6.7
9999,infinix,blue,64,android,mediatek,Full HD,6.7
11999,realme,silver,32,android,mediatek,HD,6.5
25999,vivo,black,256,android,qualcomm,Full HD,6.4
17676,oneplus,blue,128,android,unknown,Full HD,6.6
9239,tecno,gold,64,android,mediatek,4K,6.6
10397,redmi,black,128,android,unknown,HD,6.5
11370,samsung,blue,64,android,unknown,4K,6.4
5999,realme,black,32,android,unisoc,HD,6.5
8999,motorola,grey,64,android,unisoc,HD,6.5
15499,vivo,blue,128,android,qualcomm,Full HD,6.6
6999,samsung,black,16,android,qualcomm,HD,5.0
32546,apple,black,128,ios,apple,HD,4.7
22999,redmi,blue,256,android,unknown,Full HD,6.7
12499,infinix,black,64,android,mediatek,Full HD,6.7
24990,oneplus,red,256,android,unknown,Full HD,6.4
10999,motorola,grey,64,android,qualcomm,Full HD,6.5
8185,samsung,green,64,android,mediatek,HD,6.5
30546,oneplus,green,256,android,unknown,Full HD,6.7
11499,samsung,blue,64,android,mediatek,HD,6.4
9228,apple,silver,512,ios,apple,Full HD,5.8
15990,oppo,black,64,android,mediatek,HD,6.2
24999,redmi,white,128,android,qualcomm,Full HD,6.4
9999,infinix,black,64,android,unisoc,Full HD,6.7
13990,oppo,blue,128,android,qualcomm,HD,6.5
14999,infinix,black,128,android,mediatek,Full HD,6.8
22636,apple,black,128,ios,apple,Full HD,5.5
27537,samsung,purple,128,android,qualcomm,Full HD,6.5
19864,apple,gold,256,ios,apple,Full HD,5.5
24999,realme,grey,256,android,qualcomm,Full HD,6.4
27990,vivo,white,128,android,qualcomm,Full HD,6.4
7773,apple,silver,512,ios,apple,Full HD,6.7
30636,apple,silver,32,ios,apple,4K,5.5
7290,redmi,blue,32,android,mediatek,HD,6.5
28130,apple,gold,32,ios,apple,HD,4.7
15980,samsung,black,128,android,samsung,Full HD,6.4
13999,redmi,blue,64,android,qualcomm,Full HD,6.7
11999,motorola,black,32,android,qualcomm,HD,6.0
23990,vivo,blue,64,android,qualcomm,Full HD,6.3
16999,redmi,black,64,android,qualcomm,Full HD,6.3
28429,mi,silver,128,android,qualcomm,Full HD,6.7
14990,vivo,blue,128,android,unknown,HD,6.5
18300,oppo,grey,32,android,mediatek,HD,5.5
13363,apple,gold,128,ios,apple,Full HD,6.1
10073,apple,silver,128,ios,apple,Full HD,6.1
14999,infinix,black,128,android,mediatek,Full HD,6.7
89999,oppo,black,256,android,mediatek,Full HD,6.8
21290,redmi,blue,128,android,unknown,Full HD,6.6
18999,samsung,blue,128,android,unknown,4K,6.5
14999,infinix,black,128,android,mediatek,Full HD,6.8
8878,tecno,gold,64,android,mediatek,Full HD,6.6
32037,samsung,white,128,android,samsung,Full HD,6.5
30999,samsung,silver,128,android,mediatek,4K,6.6
11464,apple,silver,256,ios,apple,HD,4.7
13990,oppo,black,64,android,mediatek,HD,6.5
17990,vivo,black,128,android,qualcomm,Full HD,6.6
29999,oppo,black,128,android,mediatek,Full HD,6.4
9499,samsung,blue,32,android,mediatek,HD,6.5
6998,tecno,black,64,android,unknown,HD,6.6
10499,realme,silver,64,android,mediatek,Full HD,6.5
13363,apple,silver,128,ios,apple,Full HD,6.1
27537,realme,blue,128,android,qualcomm,Full HD,6.4
14995,samsung,black,128,android,unknown,Full HD,6.4
16490,oppo,blue,128,android,qualcomm,HD,6.6
16999,infinix,red,64,android,mediatek,4K,5.9
13499,infinix,blue,128,android,mediatek,4K,6.6
16990,vivo,purple,64,android,mediatek,HD,6.2
23837,apple,black,128,ios,apple,HD,6.1
26463,apple,green,512,ios,apple,Full HD,6.1
8400,tecno,white,64,android,unknown,HD,6.6
15537,motorola,black,256,android,qualcomm,Full HD,6.7
7499,realme,black,32,android,unisoc,HD,6.5
19000,samsung,black,128,android,unknown,HD,6.5
23990,redmi,blue,128,android,unknown,Full HD,6.7
9448,redmi,purple,64,android,unknown,HD,6.7
14990,vivo,gold,32,android,mediatek,HD,5.5
18690,oppo,black,128,android,unknown,HD,6.6
9498,samsung,red,32,android,unisoc,HD,6.5
17754,vivo,grey,128,android,qualcomm,Full HD,6.6
11499,realme,silver,64,android,mediatek,Full HD,6.5
9999,motorola,blue,64,android,mediatek,HD,6.5
28990,oppo,white,128,android,mediatek,Full HD,6.5
5999,redmi,black,16,android,qualcomm,HD,5.0
24999,motorola,grey,128,android,qualcomm,Full HD,6.7
23990,samsung,blue,128,android,qualcomm,Full HD,6.6
28990,apple,white,64,ios,apple,HD,4.7
8999,redmi,grey,32,android,qualcomm,HD,5.0
10999,vivo,green,64,android,mediatek,HD,6.5
24999,motorola,grey,128,android,qualcomm,Full HD,6.5
8490,vivo,blue,32,android,mediatek,HD,6.2
17490,redmi,black,128,android,unknown,Full HD,6.7
9900,oppo,white,32,android,mediatek,HD,6.5
10999,infinix,black,64,android,mediatek,Full HD,6.7
15990,tecno,blue,128,android,mediatek,HD,6.8
14999,redmi,red,64,android,qualcomm,Full HD,6.3
12990,oppo,green,64,android,mediatek,HD,6.5
7364,samsung,grey,32,android,mediatek,HD,6.5
30490,oneplus,black,128,android,unknown,Full HD,6.7
20537,xiaomi,black,256,android,qualcomm,Full HD,6.7
9498,samsung,red,32,android,unisoc,HD,6.5
32999,oppo,blue,256,android,mediatek,Full HD,6.7
11290,redmi,black,64,android,unknown,Full HD,6.5
13199,redmi,blue,64,android,unknown,Full HD,6.7
13499,redmi,white,64,android,unknown,Full HD,6.7
39990,oppo,black,128,android,unknown,HD,6.4
14699,tecno,blue,128,android,mediatek,HD,6.6
23999,vivo,gold,128,android,mediatek,Full HD,6.4
9490,oppo,black,32,android,mediatek,HD,6.5
13999,tecno,white,128,android,mediatek,HD,6.6
13999,realme,black,64,android,mediatek,Full HD,6.4
32537,samsung,green,128,android,unknown,Full HD,6.7
10990,vivo,black,32,android,qualcomm,HD,6.3
9499,oppo,blue,64,android,mediatek,HD,6.6
9999,infinix,white,64,android,unisoc,HD,6.6
14463,apple,blue,256,ios,apple,Full HD,6.1
15999,samsung,green,64,android,samsung,Full HD,6.6
3537,apple,blue,128,ios,apple,Full HD,6.1
15999,tecno,silver,128,android,mediatek,4K,6.9
24537,samsung,black,128,android,qualcomm,Full HD,6.5
26364,apple,red,256,ios,apple,HD,6.1
9499,tecno,green,64,android,mediatek,HD,6.6
17999,samsung,black,128,android,unknown,4K,6.5
16999,motorola,grey,64,android,qualcomm,Full HD,6.8
7790,redmi,black,32,android,unknown,HD,6.5
30636,apple,red,128,ios,apple,HD,4.7
19990,vivo,blue,64,android,qualcomm,Full HD,6.4
7999,motorola,red,32,android,mediatek,HD,6.5
45999,oppo,black,256,android,mediatek,Full HD,6.7
16990,oppo,black,128,android,qualcomm,Full HD,6.6
9990,tecno,blue,64,android,unisoc,HD,6.6
26999,oneplus,blue,128,android,unknown,4K,6.4
8788,tecno,blue,64,android,mediatek,4K,6.6
8482,redmi,black,32,android,unknown,HD,6.5
6499,realme,blue,32,android,unisoc,HD,6.5
11999,infinix,purple,128,android,mediatek,Full HD,6.8
13828,apple,grey,512,ios,apple,Full HD,6.5
8499,samsung,grey,32,android,mediatek,HD,6.5
15999,redmi,white,128,android,qualcomm,Full HD,6.3
32495,oneplus,blue,128,android,unknown,Full HD,6.7
12879,samsung,blue,128,android,unknown,HD,6.6
21070,samsung,purple,128,android,samsung,Full HD,6.4
30636,samsung,blue,256,android,samsung,Full HD,6.5
32537,oneplus,green,256,android,unknown,Full HD,6.5
23999,redmi,silver,256,android,mediatek,Full HD,6.6
20999,samsung,black,128,android,mediatek,HD,6.5
27990,vivo,black,256,android,mediatek,Full HD,6.4
17000,samsung,black,64,android,qualcomm,HD,6.0
22898,samsung,black,128,android,unknown,4K,6.5
8999,realme,grey,32,android,mediatek,HD,6.5
15990,vivo,black,64,android,qualcomm,Full HD,6.5
10999,motorola,black,64,android,mediatek,HD,6.5
12999,redmi,black,64,android,qualcomm,Full HD,6.3
29990,apple,grey,32,ios,apple,HD,4.7
32536,mi,silver,128,android,qualcomm,Full HD,6.7
7450,tecno,blue,32,android,mediatek,HD,6.5
8999,infinix,blue,32,android,mediatek,Full HD,5.7
28999,redmi,black,128,android,qualcomm,Full HD,6.4
10499,samsung,white,32,android,qualcomm,HD,6.5
9537,apple,purple,128,ios,apple,Full HD,5.4
11499,infinix,green,64,android,mediatek,4K,6.6
29499,samsung,silver,128,android,qualcomm,Full HD,6.7
19927,apple,silver,512,ios,apple,Full HD,6.1
13998,tecno,black,128,android,mediatek,4K,6.9
22990,oppo,blue,128,android,qualcomm,Full HD,6.4
15499,samsung,black,128,android,samsung,Full HD,6.6
1463,apple,black,256,ios,apple,Full HD,6.1
13999,redmi,white,64,android,qualcomm,Full HD,6.3
3073,apple,black,128,ios,apple,Full HD,6.7
24990,vivo,black,64,android,mediatek,Full HD,6.3
3927,apple,silver,512,ios,apple,Full HD,6.7
15999,samsung,red,64,android,samsung,Full HD,6.6
12990,samsung,green,128,android,samsung,Full HD,6.6
15499,samsung,blue,128,android,samsung,Full HD,6.6
5073,apple,green,512,ios,apple,Full HD,6.1
27537,oneplus,black,128,android,unknown,Full HD,6.5
7199,infinix,blue,32,android,mediatek,HD,6.5
23837,apple,white,128,ios,apple,HD,6.1
16999,redmi,blue,64,android,qualcomm,Full HD,6.3
9499,vivo,blue,32,android,mediatek,HD,6.5
29990,vivo,blue,128,android,mediatek,Full HD,6.6
15999,vivo,blue,128,android,mediatek,Full HD,6.6
7999,infinix,blue,32,android,mediatek,HD,6.2
8650,tecno,blue,64,android,mediatek,HD,6.5
12499,infinix,purple,128,android,mediatek,Full HD,7.0
6927,apple,purple,256,ios,apple,Full HD,6.7
12999,redmi,purple,64,android,qualcomm,Full HD,6.3
28546,oneplus,black,256,android,unknown,Full HD,6.7
31500,apple,gold,32,ios,apple,HD,4.7
11990,oppo,black,64,android,mediatek,HD,6.5
25900,samsung,gold,32,android,samsung,Full HD,5.7
12999,infinix,blue,128,android,unisoc,HD,6.6
14990,oppo,blue,128,android,qualcomm,Full HD,6.6
9228,apple,gold,512,ios,apple,Full HD,5.8
20990,samsung,silver,128,android,samsung,Full HD,6.5
23999,realme,green,128,android,mediatek,Full HD,6.7
10999,infinix,green,64,android,mediatek,Full HD,6.8
24999,vivo,gold,128,android,mediatek,Full HD,6.4
13499,samsung,black,128,android,mediatek,HD,6.4
23999,oneplus,blue,128,android,unknown,4K,6.4
30063,apple,blue,128,ios,apple,Full HD,6.7
16999,redmi,blue,128,android,unknown,Full HD,6.5
20990,samsung,black,128,android,unknown,4K,6.7
8200,samsung,gold,16,android,qualcomm,HD,5.0
5900,samsung,blue,16,android,samsung,HD,5.0
25999,samsung,blue,128,android,samsung,Full HD,6.4
11309,oppo,white,64,android,unknown,HD,6.5
21999,oneplus,silver,256,android,unknown,4K,6.4
15999,infinix,black,128,android,mediatek,Full HD,6.7
9080,tecno,black,64,android,unknown,HD,6.5
9999,realme,blue,64,android,unisoc,HD,6.5
6495,tecno,blue,32,android,unisoc,HD,6.5
13980,redmi,purple,64,android,mediatek,Full HD,6.4
17636,apple,blue,64,ios,apple,HD,6.1
30990,samsung,black,128,android,unknown,4K,6.5
16537,apple,silver,64,ios,apple,Full HD,5.5
73,apple,silver,256,ios,apple,Full HD,6.1
8999,infinix,purple,32,android,mediatek,HD,6.8
6999,realme,blue,32,android,unisoc,HD,6.5
5964,apple,grey,128,ios,apple,HD,4.7
16999,redmi,gold,64,android,qualcomm,Full HD,6.0
29198,oneplus,grey,256,android,unknown,Full HD,6.7
12799,tecno,blue,128,android,mediatek,HD,6.8
536,samsung,green,256,android,unknown,Full HD,6.1
10999,redmi,purple,128,android,mediatek,Full HD,6.6
16795,redmi,blue,64,android,unknown,Full HD,6.6
29992,oneplus,grey,256,android,unknown,4K,6.4
16999,redmi,silver,128,android,unknown,Full HD,6.6
12499,redmi,black,128,android,unknown,Full HD,6.6
15636,apple,red,64,ios,apple,Full HD,5.5
13989,oppo,black,64,android,mediatek,HD,6.6
20999,realme,blue,128,android,qualcomm,Full HD,6.5
21563,apple,gold,64,ios,apple,Full HD,5.8
23990,mi,black,128,android,unknown,Full HD,6.7
15537,apple,grey,64,ios,apple,HD,4.7
13499,redmi,gold,64,android,qualcomm,HD,6.0
24537,samsung,purple,128,android,qualcomm,Full HD,6.5
12999,realme,blue,128,android,qualcomm,HD,6.5
17999,infinix,black,64,android,mediatek,4K,6.0
9999,realme,blue,64,android,unisoc,HD,6.5
25036,oneplus,green,256,android,unknown,Full HD,6.7
13999,vivo,blue,128,android,mediatek,Full HD,6.6
10999,realme,green,64,android,qualcomm,HD,6.5
21249,oneplus,grey,256,android,unknown,Full HD,6.7
30163,apple,green,64,ios,apple,Full HD,6.5
15485,redmi,blue,128,android,unknown,HD,6.4
22537,oneplus,black,128,android,unknown,4K,6.6
19999,samsung,blue,128,android,qualcomm,HD,6.5
13999,infinix,green,64,android,mediatek,Full HD,7.0
9999,motorola,grey,32,android,mediatek,HD,5.5
32990,oppo,white,128,android,mediatek,Full HD,6.4
13537,vivo,blue,256,android,qualcomm,Full HD,6.6
27999,realme,green,256,android,mediatek,Full HD,6.7
27546,vivo,blue,128,android,qualcomm,Full HD,6.6
13648,tecno,green,128,android,mediatek,4K,6.8
9999,motorola,blue,64,android,mediatek,HD,6.5
27537,apple,red,128,ios,apple,HD,4.7
15537,apple,gold,16,ios,apple,4K,5.5
11890,redmi,black,64,android,unknown,Full HD,6.5
6969,redmi,gold,32,android,mediatek,HD,5.5
10999,infinix,purple,64,android,mediatek,Full HD,6.8
24537,vivo,black,256,android,mediatek,Full HD,6.8
11990,samsung,black,128,android,qualcomm,HD,6.5
19990,samsung,blue,128,android,samsung,4K,6.6
26999,redmi,purple,256,android,mediatek,Full HD,6.7
29546,oneplus,green,256,android,unknown,Full HD,6.7
8991,samsung,blue,32,android,unisoc,HD,6.5
13536,samsung,black,128,android,qualcomm,4K,6.7
12990,redmi,blue,128,android,unknown,HD,6.5
23999,mi,blue,64,android,qualcomm,Full HD,6.7
9670,redmi,black,64,android,unknown,HD,6.7
28990,apple,black,64,ios,apple,HD,4.7
16999,motorola,blue,128,android,mediatek,Full HD,6.5
21563,apple,green,64,ios,apple,Full HD,5.8
7299,motorola,green,64,android,unisoc,HD,6.5
31609,samsung,green,512,android,qualcomm,4K,7.6
24000,samsung,white,64,android,samsung,4K,6.4
16999,vivo,gold,128,android,qualcomm,Full HD,6.6
7449,realme,blue,32,android,unisoc,HD,6.5
3036,samsung,blue,64,android,samsung,2K,5.8
14999,redmi,white,128,android,mediatek,Full HD,6.5
28537,realme,white,128,android,mediatek,Full HD,6.7
11975,samsung,white,64,android,samsung,HD,6.5
11999,realme,blue,32,android,qualcomm,HD,6.5
13499,infinix,black,128,android,mediatek,4K,6.6
21546,vivo,gold,256,android,mediatek,Full HD,6.6
18990,oppo,purple,256,android,mediatek,Full HD,6.4
11637,tecno,blue,64,android,mediatek,4K,7.0
11200,samsung,gold,16,android,samsung,Full HD,5.5
15537,apple,gold,64,ios,apple,HD,4.7
22980,oneplus,blue,64,android,qualcomm,Full HD,6.4
25546,vivo,black,128,android,qualcomm,Full HD,6.6
10990,oppo,silver,64,android,qualcomm,HD,6.2
7999,motorola,black,64,android,mediatek,HD,6.5
26999,xiaomi,purple,128,android,mediatek,Full HD,6.7
25999,realme,blue,128,android,mediatek,Full HD,6.7
25999,mi,silver,128,android,unknown,4K,6.7
22999,oneplus,silver,128,android,unknown,4K,6.4
25636,apple,silver,64,ios,apple,HD,4.7
9999,motorola,silver,64,android,mediatek,HD,6.5
11490,redmi,black,64,android,qualcomm,Full HD,6.5
31546,oneplus,grey,256,android,unknown,Full HD,6.7
26999,samsung,green,128,android,unknown,Full HD,6.7
32537,oppo,blue,256,android,mediatek,Full HD,6.7
21450,samsung,black,128,android,samsung,Full HD,6.4
15999,redmi,blue,128,android,qualcomm,Full HD,6.7
6999,infinix,purple,64,android,mediatek,HD,6.6
5537,vivo,black,256,android,mediatek,Full HD,6.8
12185,samsung,black,64,android,samsung,HD,6.4
32546,apple,white,128,ios,apple,HD,4.7
13586,realme,black,128,android,unknown,4K,6.7
12890,vivo,gold,64,android,unknown,HD,6.5
9990,realme,black,32,android,qualcomm,HD,6.2
11490,oppo,black,64,android,mediatek,HD,6.5
25802,oneplus,silver,128,android,unknown,Full HD,6.7
8795,tecno,blue,64,android,mediatek,4K,6.6
9498,tecno,black,64,android,unknown,4K,6.8
23837,apple,white,128,ios,apple,HD,6.1
15490,vivo,blue,128,android,mediatek,Full HD,6.6
9537,apple,red,128,ios,apple,Full HD,5.4
18990,oppo,blue,64,android,qualcomm,HD,6.2
14699,tecno,white,128,android,mediatek,4K,6.8
16999,redmi,black,128,android,qualcomm,Full HD,6.3
17000,redmi,black,128,android,mediatek,Full HD,6.4
8499,realme,black,64,android,unisoc,HD,6.5
28537,apple,black,64,ios,apple,HD,6.1
14889,redmi,blue,64,android,mediatek,Full HD,6.4
34990,oppo,white,128,android,qualcomm,Full HD,6.5
10999,infinix,black,64,android,mediatek,Full HD,6.8
13999,samsung,white,64,android,samsung,HD,6.5
20990,oppo,gold,64,android,mediatek,Full HD,5.5
20990,oppo,black,64,android,mediatek,Full HD,5.5
11799,vivo,blue,64,android,mediatek,HD,6.5
31000,samsung,red,128,android,samsung,4K,6.7
24999,motorola,green,128,android,qualcomm,Full HD,6.5
29537,realme,blue,256,android,qualcomm,Full HD,6.5
15990,oppo,blue,64,android,mediatek,HD,6.2
32537,redmi,white,256,android,mediatek,Full HD,6.7
27250,vivo,blue,256,android,mediatek,Full HD,6.4
60990,oppo,blue,256,android,qualcomm,Full HD,6.4
9537,apple,gold,128,ios,apple,HD,4.7
24364,apple,silver,64,ios,apple,Full HD,5.8
7990,tecno,blue,32,android,mediatek,HD,6.5
20999,xiaomi,blue,128,android,qualcomm,4K,6.5
19864,apple,gold,256,ios,apple,Full HD,5.5
24999,motorola,silver,128,android,qualcomm,Full HD,6.7
16999,infinix,black,256,android,mediatek,Full HD,7.0
23636,apple,green,16,ios,apple,HD,4.0
19990,oppo,blue,128,android,mediatek,Full HD,6.4
23537,samsung,grey,128,android,qualcomm,Full HD,6.7
23537,vivo,blue,256,android,qualcomm,Full HD,6.6
6299,redmi,green,32,android,mediatek,HD,6.5
28858,xiaomi,white,256,android,unknown,4K,6.7
18990,oppo,gold,64,android,qualcomm,HD,6.2
8799,motorola,black,64,android,mediatek,HD,6.5
16999,samsung,blue,64,android,unknown,HD,6.5
11999,redmi,black,64,android,qualcomm,Full HD,6.0
22970,xiaomi,blue,128,android,qualcomm,4K,6.5
10490,oppo,black,32,android,qualcomm,HD,6.5
26273,apple,blue,256,ios,apple,Full HD,6.7
23999,samsung,silver,128,android,qualcomm,Full HD,6.6
6609,samsung,black,256,android,qualcomm,4K,7.6
6172,apple,gold,256,ios,apple,Full HD,6.5
17999,samsung,blue,128,android,mediatek,HD,6.5
20990,oppo,white,128,android,mediatek,Full HD,6.4
16499,samsung,blue,128,android,samsung,Full HD,6.4
19888,redmi,white,128,android,unknown,Full HD,6.7
5999,realme,green,32,android,unisoc,HD,6.5
21999,mi,black,128,android,qualcomm,Full HD,6.5
31999,oneplus,blue,128,android,unknown,Full HD,6.7
14999,realme,gold,64,android,mediatek,Full HD,6.6
9999,vivo,blue,32,android,mediatek,HD,6.5
31999,samsung,white,128,android,samsung,Full HD,6.5
14990,vivo,blue,64,android,qualcomm,HD,6.5
15999,samsung,black,64,android,samsung,Full HD,6.4
17900,samsung,gold,64,android,samsung,Full HD,5.5
3927,apple,green,512,ios,apple,Full HD,6.7
22990,oppo,blue,128,android,mediatek,Full HD,6.4
14499,realme,black,64,android,qualcomm,Full HD,6.6
24999,mi,white,32,android,qualcomm,Full HD,5.2
9999,samsung,blue,64,android,samsung,HD,5.6
11172,apple,silver,128,ios,apple,Full HD,6.1
39990,oppo,black,128,android,unknown,HD,6.4
23999,samsung,grey,128,android,samsung,HD,6.6
12636,apple,blue,128,ios,apple,HD,6.1
28990,apple,white,64,ios,apple,HD,4.7
29990,apple,gold,32,ios,apple,HD,4.7
19900,samsung,gold,32,android,mediatek,Full HD,5.7
13999,redmi,gold,64,android,qualcomm,Full HD,6.7
18500,oppo,black,64,android,mediatek,Full HD,6.5
31999,samsung,black,128,android,samsung,Full HD,6.5
11499,samsung,blue,64,android,unisoc,HD,6.5
31999,realme,blue,128,android,qualcomm,Full HD,6.6
14463,apple,red,128,ios,apple,Full HD,6.7
26927,apple,purple,512,ios,apple,Full HD,6.7
22636,apple,black,128,ios,apple,Full HD,5.5
463,samsung,white,128,android,unknown,Full HD,6.1
17996,samsung,blue,128,android,unknown,4K,6.7
5964,apple,silver,128,ios,apple,HD,4.7
6490,redmi,gold,16,android,unknown,HD,5.5
16990,vivo,white,64,android,qualcomm,HD,6.5
15999,redmi,black,64,android,qualcomm,Full HD,6.3
8537,apple,black,256,ios,apple,Full HD,5.4
24999,mi,black,32,android,qualcomm,Full HD,5.2
7499,realme,blue,32,android,unisoc,HD,6.5
24609,samsung,black,256,android,qualcomm,4K,7.6
10999,redmi,black,128,android,qualcomm,HD,6.7
24037,oneplus,black,256,android,unknown,4K,6.6
29537,vivo,blue,256,android,mediatek,Full HD,6.6
21999,tecno,black,128,ios,unknown,4K,6.8
20990,vivo,blue,128,android,qualcomm,Full HD,6.5
22537,oneplus,black,128,android,unknown,2K,6.7
8999,samsung,black,16,android,samsung,HD,5.5
29998,oneplus,red,128,android,unknown,4K,6.3
13999,samsung,black,64,android,samsung,Full HD,6.6
23990,vivo,blue,64,android,qualcomm,Full HD,6.3
8299,infinix,purple,64,android,mediatek,HD,6.8
15537,apple,gold,16,ios,apple,4K,5.5
29999,infinix,silver,256,android,mediatek,Full HD,6.8
20990,oppo,black,128,android,mediatek,Full HD,6.4
32999,oppo,silver,256,android,mediatek,Full HD,6.7
7309,redmi,blue,64,android,unknown,Full HD,6.5
17999,oneplus,blue,128,android,unknown,Full HD,6.4
19999,samsung,green,128,android,qualcomm,Full HD,6.6
16290,vivo,blue,128,android,qualcomm,Full HD,6.6
10749,motorola,blue,64,android,mediatek,HD,6.5
9999,realme,gold,64,android,unisoc,HD,6.5
17499,mi,black,64,android,qualcomm,Full HD,6.0
9463,samsung,green,128,android,qualcomm,Full HD,6.1
17499,mi,black,128,android,qualcomm,Full HD,6.5
9463,samsung,black,128,android,qualcomm,Full HD,6.1
25999,realme,blue,128,android,qualcomm,Full HD,6.5
6999,infinix,black,64,android,mediatek,HD,6.6
12999,realme,blue,128,android,mediatek,Full HD,6.6
8999,samsung,red,32,android,qualcomm,4K,6.4
29489,oppo,black,256,android,mediatek,Full HD,6.5
7999,infinix,gold,32,android,mediatek,HD,5.5
26463,apple,blue,512,ios,apple,Full HD,6.1
27499,samsung,white,128,android,qualcomm,Full HD,6.4
28990,oneplus,silver,128,android,qualcomm,Full HD,6.5
32537,oppo,blue,256,android,mediatek,Full HD,6.7
20464,samsung,blue,256,android,samsung,Full HD,6.7
21990,oppo,purple,64,android,mediatek,Full HD,6.3
31999,realme,black,128,android,qualcomm,Full HD,6.6
8537,apple,purple,128,ios,apple,Full HD,6.1
24537,samsung,purple,128,android,unknown,Full HD,6.5
27537,vivo,blue,128,android,mediatek,Full HD,6.8
4463,apple,purple,128,ios,apple,Full HD,6.1
31999,redmi,white,256,android,qualcomm,Full HD,6.4
22300,samsung,blue,64,android,samsung,Full HD,6.0
8999,infinix,blue,64,android,unisoc,HD,6.8
13999,samsung,blue,64,android,samsung,Full HD,6.4
6999,motorola,gold,16,android,mediatek,HD,5.0
12999,redmi,black,32,android,qualcomm,Full HD,6.3
8990,oppo,silver,32,android,mediatek,HD,6.2
22990,oppo,black,64,android,mediatek,Full HD,6.2
11499,samsung,blue,32,android,mediatek,HD,6.5
11999,redmi,black,128,android,unknown,HD,6.5
30537,motorola,gold,128,android,qualcomm,Full HD,6.5
19979,vivo,gold,128,android,mediatek,Full HD,6.6
10999,infinix,blue,64,android,mediatek,HD,6.6
16999,samsung,white,128,android,unknown,HD,6.5
31609,samsung,black,512,android,qualcomm,4K,7.6
19364,apple,grey,256,ios,apple,Full HD,5.5
27636,apple,gold,32,ios,apple,Full HD,5.5
9990,oppo,gold,64,android,mediatek,HD,6.6
10999,infinix,green,64,android,mediatek,HD,6.8
25537,samsung,white,128,android,qualcomm,Full HD,6.7
12999,samsung,black,64,android,mediatek,HD,6.4
23737,oneplus,grey,128,android,unknown,2K,6.7
27699,samsung,black,128,android,samsung,Full HD,6.4
29990,oppo,blue,256,android,mediatek,Full HD,6.4
21639,oneplus,blue,256,android,unknown,Full HD,6.5
11498,realme,blue,64,android,mediatek,HD,6.5
6499,infinix,black,32,android,mediatek,HD,6.1
22990,oppo,black,64,android,qualcomm,Full HD,6.0
17999,oppo,blue,128,android,qualcomm,Full HD,6.6
16546,oneplus,green,256,android,unknown,Full HD,6.7
21499,motorola,grey,128,android,qualcomm,Full HD,6.6
89999,oppo,purple,256,android,mediatek,Full HD,6.8
31500,apple,silver,32,ios,apple,HD,4.7
20990,oppo,blue,128,android,mediatek,Full HD,6.4
11537,apple,blue,64,ios,apple,Full HD,6.1
30633,oneplus,black,128,android,unknown,Full HD,6.7
6999,redmi,blue,32,android,mediatek,HD,5.5
8864,apple,black,256,ios,apple,HD,4.7
10999,realme,black,64,android,unisoc,HD,6.7
11999,infinix,green,128,android,mediatek,Full HD,6.8
8999,redmi,white,32,android,qualcomm,HD,6.2
13999,oppo,green,64,android,mediatek,HD,6.6
19949,vivo,white,128,android,qualcomm,Full HD,6.5
17990,oppo,black,128,android,mediatek,HD,6.5
10636,apple,red,256,ios,apple,HD,4.7
14640,samsung,blue,128,android,unknown,4K,6.4
22990,oppo,black,128,android,mediatek,Full HD,6.4
9999,infinix,green,64,android,mediatek,HD,6.8
20999,samsung,black,128,android,samsung,Full HD,6.5
13490,oppo,black,16,android,mediatek,HD,5.2
6499,tecno,blue,64,android,unknown,HD,6.6
12999,realme,blue,128,android,mediatek,HD,6.5
11537,apple,black,64,ios,apple,Full HD,6.1
24999,realme,blue,128,android,mediatek,Full HD,6.7
8288,tecno,blue,32,android,mediatek,HD,6.5
31500,apple,black,32,ios,apple,HD,4.7
12999,redmi,red,32,android,qualcomm,Full HD,6.3
11499,infinix,black,64,android,mediatek,4K,6.6
26537,samsung,black,128,android,qualcomm,Full HD,6.5
7999,realme,black,32,android,mediatek,HD,6.1
9499,vivo,green,32,android,mediatek,HD,6.5
18990,vivo,black,128,android,mediatek,HD,6.5
13980,redmi,black,64,android,mediatek,Full HD,6.4
30636,apple,gold,128,ios,apple,HD,4.7
9299,redmi,black,64,android,mediatek,Full HD,6.6
23927,samsung,green,256,android,qualcomm,4K,7.6
17999,redmi,blue,128,android,qualcomm,Full HD,6.3
19499,samsung,blue,128,android,unknown,HD,6.5
12185,samsung,black,64,android,samsung,4K,6.4
